State,Year,Quarter,Entity_level,Entity_Name,Transaction_Count,Transaction_Amount
nagaland,2022,1,pincodes,797103,100446,307718303.8642321
nagaland,2022,1,pincodes,797115,89515,287444577.95047367
nagaland,2022,1,pincodes,797113,63732,184408325.20595765
nagaland,2022,1,pincodes,797120,48329,152060918.87439954
nagaland,2022,1,pincodes,797117,43292,161867263.13320532
nagaland,2022,1,pincodes,797116,42081,150266427.11692077
nagaland,2022,1,pincodes,797118,40232,115864968.64848234
nagaland,2022,1,pincodes,798601,38293,112932398.01607677
nagaland,2022,4,districts,dimapur,1632985,4411217834.641218
nagaland,2022,4,districts,kohima,396318,1086767701.7674205
nagaland,2022,4,districts,wokha,111374,296499670.55821544
nagaland,2022,4,districts,mokokchung,79409,280130670.3719771
nagaland,2022,4,districts,mon,76894,266072328.12832496
nagaland,2022,4,districts,tuensang,44176,177953210.26442176
nagaland,2022,4,districts,phek,43589,150669221.64689878
nagaland,2022,4,districts,zunheboto,29697,102825390.6874178
nagaland,2022,4,districts,peren,24353,76706538.54194443
nagaland,2022,4,districts,kiphire,19928,66609982.69936785
nagaland,2022,4,pincodes,797112,1119621,2902205160.7422147
nagaland,2022,4,pincodes,797001,196827,518045184.2342849
nagaland,2022,4,pincodes,797103,123371,331699180.00424886
nagaland,2022,4,pincodes,797115,109967,341080370.3732268
nagaland,2022,4,pincodes,797111,98433,267328516.95598692
nagaland,2022,4,pincodes,797113,77807,209280372.2974486
nagaland,2022,4,pincodes,797117,70980,239825280.21177474
nagaland,2022,4,pincodes,797120,65962,210919205.67711806
nagaland,2022,4,pincodes,797116,54416,183544533.27382052
nagaland,2022,4,pincodes,797118,47823,128883977.19356479
nagaland,2021,2,districts,dimapur,585389,1726249195.1688533
nagaland,2021,2,districts,kohima,274137,694940464.6072702
nagaland,2021,2,districts,mokokchung,63952,152031632.47756842
nagaland,2021,2,districts,mon,51055,137641682.97031063
nagaland,2021,2,districts,wokha,34223,82266645.13170332
nagaland,2021,2,districts,phek,31478,98158667.79913512
nagaland,2021,2,districts,tuensang,27199,84823658.15124774
nagaland,2021,2,districts,zunheboto,21747,54703199.48271289
nagaland,2021,2,districts,peren,15860,42645682.011797145
nagaland,2021,2,districts,longleng,13528,39521626.841992125
nagaland,2021,2,pincodes,797112,359572,1023298713.2763922
nagaland,2021,2,pincodes,797001,177177,415852186.7294998
nagaland,2021,2,pincodes,797115,52315,167110551.1770211
nagaland,2021,2,pincodes,797103,48263,141967089.23475868
nagaland,2021,2,pincodes,798601,40661,96844071.8311841
nagaland,2021,2,pincodes,797113,38981,120384465.6698962
nagaland,2021,2,pincodes,797120,31182,95390057.6752382
nagaland,2021,2,pincodes,797111,27973,68692166.72669587
nagaland,2021,2,pincodes,797118,25462,71513127.94937779
nagaland,2021,2,pincodes,798621,24522,73826858.56781642
nagaland,2021,3,districts,dimapur,727702,2201388248.147341
nagaland,2021,3,districts,kohima,335522,874957891.8906745
nagaland,2021,3,districts,mokokchung,59456,170603111.1159384
nagaland,2021,3,districts,mon,56260,185806960.82773107
nagaland,2021,3,districts,wokha,38482,96937646.11476573
nagaland,2021,3,districts,phek,36963,116637883.29609635
nagaland,2021,3,districts,tuensang,30653,109337195.97725664
nagaland,2021,3,districts,zunheboto,23265,77798029.09900394
nagaland,2021,3,districts,peren,19756,57076677.278898776
nagaland,2021,3,districts,longleng,14691,44639115.38971553
nagaland,2021,3,pincodes,797112,456410,1290687482.948593
nagaland,2021,3,pincodes,797001,220624,519176158.4731606
nagaland,2021,3,pincodes,797115,61132,212495515.88734996
nagaland,2021,3,pincodes,797103,57587,191007827.50753656
nagaland,2021,3,pincodes,797113,45716,143827073.19997537
nagaland,2021,3,pincodes,797120,37311,123386306.35649194
nagaland,2021,3,pincodes,798601,34668,101435053.64926441
nagaland,2021,3,pincodes,797118,31202,92887048.2954697
nagaland,2021,3,pincodes,797111,30839,80731801.38830306
nagaland,2021,3,pincodes,797117,30401,118688804.57013024
nagaland,2021,1,districts,dimapur,550985,1837044748.4900613
nagaland,2021,1,districts,kohima,209442,611989486.3557233
nagaland,2021,1,districts,mokokchung,43465,116937738.43409455
nagaland,2021,1,districts,mon,43337,148431447.81181777
nagaland,2021,1,districts,wokha,26881,65940883.14165088
nagaland,2021,1,districts,phek,24927,86311391.93012239
nagaland,2021,1,districts,tuensang,23643,84510754.5222169
nagaland,2021,1,districts,zunheboto,18219,51849616.04221482
nagaland,2021,1,districts,peren,12322,33575965.56407318
nagaland,2021,1,districts,longleng,12009,34735822.64446311
nagaland,2021,1,pincodes,797112,363423,1172951127.7531226
nagaland,2021,1,pincodes,797001,128220,363160255.35726905
nagaland,2021,1,pincodes,797115,41966,156330315.9191113
nagaland,2021,1,pincodes,797103,40032,132671767.20007543
nagaland,2021,1,pincodes,797113,31727,115101537.46915832
nagaland,2021,1,pincodes,797120,26453,89394777.653785
nagaland,2021,1,pincodes,798601,24152,65782952.37939013
nagaland,2021,1,pincodes,797111,22176,55564204.55603939
nagaland,2021,1,pincodes,797117,21711,87475492.41119814
nagaland,2021,1,pincodes,797118,20528,63013814.15141541
nagaland,2021,4,districts,dimapur,886146,2741781159.7608576
nagaland,2021,4,districts,kohima,413753,1056357839.8615553
nagaland,2021,4,districts,mokokchung,64765,206715301.32699895
nagaland,2021,4,districts,mon,61436,235277660.25521597
nagaland,2021,4,districts,phek,44854,152644732.57078952
nagaland,2021,4,districts,wokha,42511,130830504.92018618
nagaland,2021,4,districts,tuensang,37106,148350887.52116236
nagaland,2021,4,districts,zunheboto,25944,81774057.90065698
nagaland,2021,4,districts,peren,22569,71109896.99941692
nagaland,2021,4,districts,longleng,16341,59818503.44606339
nagaland,2021,4,pincodes,797112,538949,1571739246.7692854
nagaland,2021,4,pincodes,797001,280435,649562759.4776915
nagaland,2021,4,pincodes,797103,83907,259532538.15447298
nagaland,2021,4,pincodes,797115,77146,272499171.8852565
nagaland,2021,4,pincodes,797113,55035,181011047.25985396
nagaland,2021,4,pincodes,797120,44619,147372901.0259939
nagaland,2021,4,pincodes,797117,40162,154614957.40258062
nagaland,2021,4,pincodes,798601,37220,121016615.26132205
nagaland,2021,4,pincodes,797118,35914,107892344.7805478
nagaland,2021,4,pincodes,797116,35672,141048931.67633903
nagaland,2024,2,districts,dimapur,3397149,6450343834.0
nagaland,2024,2,districts,kohima,824281,1720916774.0
nagaland,2024,2,districts,mokokchung,370381,567756792.0
nagaland,2024,2,districts,mon,242000,561290812.0
nagaland,2024,2,districts,wokha,224997,405870749.0
nagaland,2024,2,districts,tuensang,150207,358850172.0
nagaland,2024,2,districts,phek,116237,313273671.0
nagaland,2024,2,districts,zunheboto,89473,203991275.0
nagaland,2024,2,districts,peren,81452,179424487.0
nagaland,2024,2,districts,kiphire,59019,157202879.0
nagaland,2024,2,pincodes,797112,1404716,2836133523.0
nagaland,2024,2,pincodes,797103,473983,809643620.0
nagaland,2024,2,pincodes,797115,444064,843543020.0
nagaland,2024,2,pincodes,797113,305793,477942567.0
nagaland,2024,2,pincodes,797001,256975,559783500.0
nagaland,2024,2,pincodes,797117,250640,543644274.0
nagaland,2024,2,pincodes,797120,230129,495262949.0
nagaland,2024,2,pincodes,797116,222942,440079989.0
nagaland,2024,2,pincodes,798601,214669,344814676.0
nagaland,2024,2,pincodes,797111,174519,314988992.0
nagaland,2024,3,districts,dimapur,3074810,5429188725.0
nagaland,2024,3,districts,chumoukedima,1179991,1813214983.0
nagaland,2024,3,districts,kohima,1044378,1956747982.0
nagaland,2024,3,districts,mokokchung,420147,598819219.0
nagaland,2024,3,districts,mon,357659,674050222.0
nagaland,2024,3,districts,wokha,205862,377587481.0
nagaland,2024,3,districts,tuensang,161784,314014186.0
nagaland,2024,3,districts,phek,138643,323433719.0
nagaland,2024,3,districts,peren,107405,204202065.0
nagaland,2024,3,districts,zunheboto,106173,211609187.0
nagaland,2024,3,pincodes,797112,2041919,3644572988.0
nagaland,2024,3,pincodes,797115,640254,1076550424.0
nagaland,2024,3,pincodes,797001,576791,1117579998.0
nagaland,2024,3,pincodes,797103,443852,661722673.0
nagaland,2024,3,pincodes,797117,303982,594914910.0
nagaland,2024,3,pincodes,797113,288133,427691801.0
nagaland,2024,3,pincodes,798601,257223,386703521.0
nagaland,2024,3,pincodes,797118,242933,385031968.0
nagaland,2024,3,pincodes,797111,187596,342586353.0
nagaland,2024,3,pincodes,798612,186124,372602237.0
nagaland,2024,1,districts,dimapur,2650169,5920507875.0
nagaland,2024,1,districts,kohima,649304,1529857847.0
nagaland,2024,1,districts,mon,212156,571806085.0
nagaland,2024,1,districts,mokokchung,196984,482847127.0
nagaland,2024,1,districts,wokha,143224,388027029.0
nagaland,2024,1,districts,tuensang,101819,306584443.0
nagaland,2024,1,districts,phek,95926,285196497.0
nagaland,2024,1,districts,peren,65138,163201420.0
nagaland,2024,1,districts,zunheboto,63345,174424546.0
nagaland,2024,1,districts,kiphire,48091,138530165.0
nagaland,2024,1,pincodes,797112,1136101,2618954685.0
nagaland,2024,1,pincodes,797103,382842,778221269.0
nagaland,2024,1,pincodes,797115,341991,776704192.0
nagaland,2024,1,pincodes,797113,206930,411743661.0
nagaland,2024,1,pincodes,797001,198996,476952534.0
nagaland,2024,1,pincodes,797117,193143,486798025.0
nagaland,2024,1,pincodes,797120,177071,438119625.0
nagaland,2024,1,pincodes,797116,166910,408602858.0
nagaland,2024,1,pincodes,797118,133037,261613941.0
nagaland,2024,1,pincodes,798601,111867,287591976.0
nagaland,2024,4,districts,dimapur,3443239,6079532376.0
nagaland,2024,4,districts,chumoukedima,1363576,2088719723.0
nagaland,2024,4,districts,kohima,1181332,2163481649.0
nagaland,2024,4,districts,mokokchung,472115,701974614.0
nagaland,2024,4,districts,mon,409826,816426351.0
nagaland,2024,4,districts,wokha,233497,442050391.0
nagaland,2024,4,districts,tuensang,185147,354238474.0
nagaland,2024,4,districts,phek,162530,366279198.0
nagaland,2024,4,districts,zunheboto,124932,241890260.0
nagaland,2024,4,districts,peren,124298,217478206.0
nagaland,2024,4,pincodes,797112,2301884,4095099324.0
nagaland,2024,4,pincodes,797115,733324,1212763116.0
nagaland,2024,4,pincodes,797001,652184,1249378614.0
nagaland,2024,4,pincodes,797103,513738,768532498.0
nagaland,2024,4,pincodes,797117,349988,698017398.0
nagaland,2024,4,pincodes,797113,307558,448447653.0
nagaland,2024,4,pincodes,798601,284653,453512260.0
nagaland,2024,4,pincodes,797118,257537,406640606.0
nagaland,2024,4,pincodes,798612,216290,439279331.0
nagaland,2024,4,pincodes,797111,211546,402833374.0
nagaland,2018,2,districts,dimapur,31758,78472133.75014433
nagaland,2018,2,districts,kohima,14759,41958069.334260106
nagaland,2018,2,districts,mokokchung,4472,6880664.952623585
nagaland,2018,2,districts,tuensang,2914,5272196.387110953
nagaland,2018,2,districts,wokha,2851,2952808.201464099
nagaland,2018,2,districts,mon,2652,5592193.661835907
nagaland,2018,2,districts,phek,2058,3265939.4166390533
nagaland,2018,2,districts,zunheboto,1961,3800720.2210925473
nagaland,2018,2,districts,peren,1151,3132544.259220087
nagaland,2018,2,districts,longleng,526,606015.5837374015
nagaland,2018,2,pincodes,797112,14049,31589541.56854105
nagaland,2018,2,pincodes,797103,4151,15665950.60320925
nagaland,2018,2,pincodes,797001,3837,11172150.569728015
nagaland,2018,2,pincodes,797120,2909,6617136.2580852015
nagaland,2018,2,pincodes,797113,2811,7886264.316170462
nagaland,2018,2,pincodes,797003,2593,8936208.93614057
nagaland,2018,2,pincodes,797118,2531,4757360.070380932
nagaland,2018,2,pincodes,797115,2507,6089471.508426717
nagaland,2018,2,pincodes,798601,2425,4731338.045573185
nagaland,2018,2,pincodes,797021,2321,7603876.228621699
nagaland,2018,3,districts,dimapur,44383,122676685.88107637
nagaland,2018,3,districts,kohima,20678,62621606.402096175
nagaland,2018,3,districts,mokokchung,7245,14438372.118668642
nagaland,2018,3,districts,tuensang,4657,8672814.868232306
nagaland,2018,3,districts,mon,4368,10680645.611665618
nagaland,2018,3,districts,zunheboto,3370,6042931.988762021
nagaland,2018,3,districts,wokha,3314,6048116.93383928
nagaland,2018,3,districts,phek,2951,4193127.0654867776
nagaland,2018,3,districts,kiphire,1527,1911400.518954896
nagaland,2018,3,districts,peren,1349,3565504.3902161866
nagaland,2018,3,pincodes,797112,18409,55214851.729000755
nagaland,2018,3,pincodes,797103,6339,19362638.107179295
nagaland,2018,3,pincodes,797001,6234,17632711.02546443
nagaland,2018,3,pincodes,798601,4741,8993242.489507133
nagaland,2018,3,pincodes,797120,4227,11965892.120725775
nagaland,2018,3,pincodes,797113,3941,9263072.267691933
nagaland,2018,3,pincodes,797115,3881,10766784.408845846
nagaland,2018,3,pincodes,797117,3326,8386059.234126009
nagaland,2018,3,pincodes,797021,3294,11604672.602991698
nagaland,2018,3,pincodes,797116,3025,7038511.888280341
nagaland,2018,1,districts,dimapur,18449,38330087.582417
nagaland,2018,1,districts,kohima,11070,20744033.40863154
nagaland,2018,1,districts,mokokchung,3428,5653655.116717218
nagaland,2018,1,districts,tuensang,1861,2939509.9737360794
nagaland,2018,1,districts,mon,1851,2962723.1216541342
nagaland,2018,1,districts,zunheboto,1700,1750900.6459182377
nagaland,2018,1,districts,wokha,1642,1942858.0739698592
nagaland,2018,1,districts,phek,1397,1347986.0495203384
nagaland,2018,1,districts,longleng,605,547262.5934366982
nagaland,2018,1,districts,peren,587,1228042.9089448638
nagaland,2018,1,pincodes,797112,8620,19059457.9754965
nagaland,2018,1,pincodes,797001,4676,8526800.367465544
nagaland,2018,1,pincodes,797103,2189,5320667.512634823
nagaland,2018,1,pincodes,798601,1944,3107458.4285241365
nagaland,2018,1,pincodes,797113,1811,3201916.0501118824
nagaland,2018,1,pincodes,797120,1644,2618714.208606299
nagaland,2018,1,pincodes,797003,1604,4179699.5495559387
nagaland,2018,1,pincodes,797115,1522,2946078.1611241894
nagaland,2018,1,pincodes,798612,1502,1791987.784755433
nagaland,2018,1,pincodes,798620,1466,1220847.1138455088
nagaland,2018,4,districts,dimapur,68046,202172094.6763664
nagaland,2018,4,districts,kohima,28604,84867917.08908929
nagaland,2018,4,districts,mokokchung,10673,21026422.57059867
nagaland,2018,4,districts,mon,7966,25315124.343433652
nagaland,2018,4,districts,tuensang,5518,14443409.698866293
nagaland,2018,4,districts,zunheboto,4966,12449027.885359714
nagaland,2018,4,districts,wokha,4959,8954846.535749527
nagaland,2018,4,districts,phek,3615,6547794.254166291
nagaland,2018,4,districts,peren,2071,6712394.6749083325
nagaland,2018,4,districts,kiphire,2008,3577703.453553167
nagaland,2018,4,pincodes,797112,29945,85392245.18171245
nagaland,2018,4,pincodes,797103,9078,25994694.82180009
nagaland,2018,4,pincodes,797001,9041,24682199.945763946
nagaland,2018,4,pincodes,797115,6418,22494531.824546993
nagaland,2018,4,pincodes,797120,5934,15801519.87219157
nagaland,2018,4,pincodes,797113,5861,16060553.039441848
nagaland,2018,4,pincodes,798601,5806,12072686.21145789
nagaland,2018,4,pincodes,797117,4640,14117452.103606459
nagaland,2018,4,pincodes,797118,4531,16154445.826814137
nagaland,2018,4,pincodes,797116,4309,13365015.500571402
nagaland,2020,2,districts,dimapur,232533,564581175.022531
nagaland,2020,2,districts,kohima,98852,235056409.18486094
nagaland,2020,2,districts,mon,42193,72681549.71193531
nagaland,2020,2,districts,mokokchung,34034,59551064.18105074
nagaland,2020,2,districts,phek,21862,39562622.89144808
nagaland,2020,2,districts,tuensang,19823,47286166.881044514
nagaland,2020,2,districts,wokha,19427,30734350.10048492
nagaland,2020,2,districts,zunheboto,18146,34250745.54624535
nagaland,2020,2,districts,peren,11337,17709802.025017656
nagaland,2020,2,districts,kiphire,11097,21770604.465474274
nagaland,2020,2,pincodes,797112,88683,249630838.837386
nagaland,2020,2,pincodes,797103,32308,65612323.840508595
nagaland,2020,2,pincodes,797115,31008,76436035.42271343
nagaland,2020,2,pincodes,797001,28883,71475170.12986493
nagaland,2020,2,pincodes,797113,22515,51332997.993564636
nagaland,2020,2,pincodes,798621,20100,32531171.159068495
nagaland,2020,2,pincodes,797120,19152,45248907.51551339
nagaland,2020,2,pincodes,797003,19071,47517939.45894703
nagaland,2020,2,pincodes,798601,18131,31526431.27158023
nagaland,2020,2,pincodes,797118,16663,36545908.36242841
nagaland,2020,3,districts,dimapur,352179,1122771447.128912
nagaland,2020,3,districts,kohima,149404,438659891.11601055
nagaland,2020,3,districts,mon,53050,85955858.55902226
nagaland,2020,3,districts,mokokchung,43164,83590575.72604279
nagaland,2020,3,districts,wokha,28806,47486985.41741961
nagaland,2020,3,districts,phek,26004,53114140.440056756
nagaland,2020,3,districts,tuensang,25719,59266466.87175436
nagaland,2020,3,districts,zunheboto,21556,44845371.93193043
nagaland,2020,3,districts,peren,13958,25258376.20171611
nagaland,2020,3,districts,kiphire,12462,29101447.582055062
nagaland,2020,3,pincodes,797112,178964,665331371.076982
nagaland,2020,3,pincodes,797001,71360,241104296.32871014
nagaland,2020,3,pincodes,797115,38361,101460113.62116483
nagaland,2020,3,pincodes,797103,37605,92071969.28847097
nagaland,2020,3,pincodes,797113,29611,77695372.34052986
nagaland,2020,3,pincodes,798621,27816,43073197.89448996
nagaland,2020,3,pincodes,797111,24504,41475022.07565773
nagaland,2020,3,pincodes,797120,23907,62058175.44706054
nagaland,2020,3,pincodes,798601,22410,44877066.460560605
nagaland,2020,3,pincodes,798612,21724,50041249.076603666
nagaland,2020,1,districts,dimapur,185428,497123725.474146
nagaland,2020,1,districts,kohima,68246,160485650.56697804
nagaland,2020,1,districts,mon,28668,56777615.99405684
nagaland,2020,1,districts,mokokchung,22949,46458137.86198041
nagaland,2020,1,districts,wokha,13752,22440994.6265017
nagaland,2020,1,districts,tuensang,13234,29281215.251009904
nagaland,2020,1,districts,phek,13124,24135509.70029243
nagaland,2020,1,districts,zunheboto,12812,23929943.338847376
nagaland,2020,1,districts,kiphire,8571,15127296.52352846
nagaland,2020,1,districts,peren,6691,10449509.21674379
nagaland,2020,1,pincodes,797112,76306,243307125.7446099
nagaland,2020,1,pincodes,797103,27251,53537140.09514753
nagaland,2020,1,pincodes,797115,23255,55004352.82759845
nagaland,2020,1,pincodes,797001,17901,43760014.79079929
nagaland,2020,1,pincodes,797113,16973,44747297.73667832
nagaland,2020,1,pincodes,797120,14323,33062853.896179806
nagaland,2020,1,pincodes,798601,13325,24329692.13370955
nagaland,2020,1,pincodes,798621,12550,20372023.425665107
nagaland,2020,1,pincodes,797118,12223,29308889.78448297
nagaland,2020,1,pincodes,797003,11879,27904466.43077227
nagaland,2020,4,districts,dimapur,422501,1549414048.2654052
nagaland,2020,4,districts,kohima,168861,528950655.29797715
nagaland,2020,4,districts,mon,51806,149055802.79705116
nagaland,2020,4,districts,mokokchung,48813,129158623.72713923
nagaland,2020,4,districts,wokha,33080,77215466.14300685
nagaland,2020,4,districts,tuensang,29583,92512403.56008916
nagaland,2020,4,districts,phek,28612,75169716.4752171
nagaland,2020,4,districts,zunheboto,23475,60794471.32764542
nagaland,2020,4,districts,peren,14947,37707510.796402484
nagaland,2020,4,districts,longleng,13202,34760738.476595946
nagaland,2020,4,pincodes,797112,218369,867441276.0876397
nagaland,2020,4,pincodes,797001,78891,271213129.3211592
nagaland,2020,4,pincodes,797115,44632,150581473.9898206
nagaland,2020,4,pincodes,797103,42188,132253480.34623227
nagaland,2020,4,pincodes,797113,35869,122400854.19522387
nagaland,2020,4,pincodes,797120,29640,93140361.40278533
nagaland,2020,4,pincodes,797111,27804,67912676.28117085
nagaland,2020,4,pincodes,798621,26081,83086337.0285494
nagaland,2020,4,pincodes,798601,25872,71313198.79825342
nagaland,2020,4,pincodes,798612,25220,80402569.0913528
west-bengal,2023,2,districts,north twenty four parganas,96628528,151571700376.0
west-bengal,2023,2,districts,kolkata,67649153,116559452847.0
west-bengal,2023,2,districts,murshidabad,35310718,82718719673.0
west-bengal,2023,2,districts,south twenty four parganas,33239786,68370869540.0
west-bengal,2023,2,districts,purba medinipur,30724502,65958992755.0
west-bengal,2023,2,districts,hooghly,27753013,52098664362.0
west-bengal,2023,2,districts,howrah,27156689,53521241869.0
west-bengal,2023,2,districts,paschim medinipur,26646934,49071906041.0
west-bengal,2023,2,districts,nadia,26194658,54103857184.0
west-bengal,2023,2,districts,paschim bardhaman,26104521,38880657302.0
west-bengal,2023,2,pincodes,700156,6927595,6467350121.0
west-bengal,2023,2,pincodes,700135,5416429,7132792877.0
west-bengal,2023,2,pincodes,700091,4970887,4221400843.0
west-bengal,2023,2,pincodes,711101,3734933,8035948465.0
west-bengal,2023,2,pincodes,700006,3158355,6225337500.0
west-bengal,2023,2,pincodes,700001,2918444,6259876962.0
west-bengal,2023,2,pincodes,721301,2910870,4458107291.0
west-bengal,2023,2,pincodes,700039,2886562,4662886799.0
west-bengal,2023,2,pincodes,700015,2774383,4372974747.0
west-bengal,2023,2,pincodes,700014,2757479,5108638497.0
west-bengal,2023,3,districts,north twenty four parganas,113910456,166844566801.0
west-bengal,2023,3,districts,kolkata,80296436,130109928950.0
west-bengal,2023,3,districts,murshidabad,41360216,85165951696.0
west-bengal,2023,3,districts,south twenty four parganas,38719555,71124947936.0
west-bengal,2023,3,districts,purba medinipur,34244893,68137175692.0
west-bengal,2023,3,districts,hooghly,32021392,56242231460.0
west-bengal,2023,3,districts,howrah,31734226,58002367148.0
west-bengal,2023,3,districts,paschim bardhaman,30585672,43403489161.0
west-bengal,2023,3,districts,paschim medinipur,30418455,50431768074.0
west-bengal,2023,3,districts,nadia,30146530,57878690097.0
west-bengal,2023,3,pincodes,700156,8289388,7339618058.0
west-bengal,2023,3,pincodes,700135,6459974,7717822253.0
west-bengal,2023,3,pincodes,700091,5867493,4821546529.0
west-bengal,2023,3,pincodes,711101,4369730,8869029935.0
west-bengal,2023,3,pincodes,700006,3709713,6909273704.0
west-bengal,2023,3,pincodes,700001,3536928,7193521561.0
west-bengal,2023,3,pincodes,721301,3464729,4871566033.0
west-bengal,2023,3,pincodes,700039,3405551,5095824624.0
west-bengal,2023,3,pincodes,732125,3347165,5353831211.0
west-bengal,2023,3,pincodes,700015,3304464,5003673712.0
west-bengal,2023,1,districts,north twenty four parganas,82336235,134391026103.0
west-bengal,2023,1,districts,kolkata,58702328,107217313481.0
west-bengal,2023,1,districts,murshidabad,29388371,73086314736.0
west-bengal,2023,1,districts,south twenty four parganas,28211385,61475192574.0
west-bengal,2023,1,districts,purba medinipur,25649966,58534578130.0
west-bengal,2023,1,districts,hooghly,23858120,46906829867.0
west-bengal,2023,1,districts,howrah,23083776,47827266728.0
west-bengal,2023,1,districts,paschim medinipur,22338770,43484869208.0
west-bengal,2023,1,districts,paschim bardhaman,22192434,34627175276.0
west-bengal,2023,1,districts,nadia,22167436,48250853413.0
west-bengal,2023,1,pincodes,700156,5958877,5609483195.0
west-bengal,2023,1,pincodes,700135,4509337,6287886387.0
west-bengal,2023,1,pincodes,700091,4304650,3758758438.0
west-bengal,2023,1,pincodes,711101,3199541,7319941734.0
west-bengal,2023,1,pincodes,700006,2709188,5691967086.0
west-bengal,2023,1,pincodes,700001,2556546,6010476113.0
west-bengal,2023,1,pincodes,700039,2480336,4166093050.0
west-bengal,2023,1,pincodes,700014,2436910,4697968182.0
west-bengal,2023,1,pincodes,700015,2411466,3984157258.0
west-bengal,2023,1,pincodes,721301,2394763,3890202029.0
west-bengal,2023,4,districts,north twenty four parganas,128343164,186466249070.0
west-bengal,2023,4,districts,kolkata,89301671,144473684080.0
west-bengal,2023,4,districts,murshidabad,50879757,105157575181.0
west-bengal,2023,4,districts,south twenty four parganas,46005273,84336068028.0
west-bengal,2023,4,districts,purba medinipur,40572042,79819903794.0
west-bengal,2023,4,districts,hooghly,36891845,64164679961.0
west-bengal,2023,4,districts,howrah,36819833,66863193097.0
west-bengal,2023,4,districts,nadia,36242432,68795681276.0
west-bengal,2023,4,districts,paschim medinipur,35655256,59683038663.0
west-bengal,2023,4,districts,paschim bardhaman,35429318,49952764850.0
west-bengal,2023,4,pincodes,700156,8786298,7815868697.0
west-bengal,2023,4,pincodes,700135,7170174,8880357042.0
west-bengal,2023,4,pincodes,700091,5884190,4935076443.0
west-bengal,2023,4,pincodes,711101,5092876,10012668632.0
west-bengal,2023,4,pincodes,700006,4216394,7851936248.0
west-bengal,2023,4,pincodes,721301,4133775,5718222071.0
west-bengal,2023,4,pincodes,700001,3983241,8039688940.0
west-bengal,2023,4,pincodes,732125,3950411,6557344712.0
west-bengal,2023,4,pincodes,700039,3742452,5608622243.0
west-bengal,2023,4,pincodes,700014,3652710,6184795262.0
west-bengal,2019,2,districts,kolkata,13259522,17260848900.77318
west-bengal,2019,2,districts,north twenty four parganas,6157371,7197223705.950621
west-bengal,2019,2,districts,purba bardhaman,4174535,4375901182.135069
west-bengal,2019,2,districts,hooghly,2379459,2442336673.6144834
west-bengal,2019,2,districts,murshidabad,2301748,2744461154.3824716
west-bengal,2019,2,districts,paschim bardhaman,2145729,2557384605.140711
west-bengal,2019,2,districts,south twenty four parganas,2092814,2437194676.6534767
west-bengal,2019,2,districts,purba medinipur,1850677,2439996733.7922893
west-bengal,2019,2,districts,howrah,1740780,2186684125.294092
west-bengal,2019,2,districts,nadia,1702468,1996301068.112169
west-bengal,2019,2,pincodes,700009,9694969,12068405239.946836
west-bengal,2019,2,pincodes,713101,1923462,2091251272.4866529
west-bengal,2019,2,pincodes,713145,978252,1033792071.4113638
west-bengal,2019,2,pincodes,713201,718997,784150527.3931092
west-bengal,2019,2,pincodes,734006,642496,851702638.298517
west-bengal,2019,2,pincodes,700156,553505,444200600.9528749
west-bengal,2019,2,pincodes,700135,390972,338300300.32541716
west-bengal,2019,2,pincodes,700091,370516,371208487.5275229
west-bengal,2019,2,pincodes,732142,298645,324284067.60089546
west-bengal,2019,2,pincodes,742101,268739,341235189.98530924
west-bengal,2019,3,districts,kolkata,16306691,21451201632.248753
west-bengal,2019,3,districts,north twenty four parganas,8854937,9351811604.762173
west-bengal,2019,3,districts,purba bardhaman,5809301,5357582349.263203
west-bengal,2019,3,districts,murshidabad,4494100,3474157884.9006653
west-bengal,2019,3,districts,hooghly,3690825,3088441313.2360687
west-bengal,2019,3,districts,paschim bardhaman,3088578,3179774211.0084143
west-bengal,2019,3,districts,south twenty four parganas,2784616,2980743400.200357
west-bengal,2019,3,districts,purba medinipur,2642814,2923218852.733621
west-bengal,2019,3,districts,nadia,2571191,2474590164.314495
west-bengal,2019,3,districts,paschim medinipur,2347260,2190157100.6562915
west-bengal,2019,3,pincodes,700009,11494363,14573984421.133255
west-bengal,2019,3,pincodes,713101,2682494,2574166766.1354055
west-bengal,2019,3,pincodes,713145,1348216,1248232363.7037086
west-bengal,2019,3,pincodes,713201,1003337,982433954.2646382
west-bengal,2019,3,pincodes,734006,951153,1061260486.9969358
west-bengal,2019,3,pincodes,700156,734472,596303135.3474452
west-bengal,2019,3,pincodes,742304,559363,223556220.47242972
west-bengal,2019,3,pincodes,700135,552620,444130076.4742651
west-bengal,2019,3,pincodes,700091,508713,496876092.81984484
west-bengal,2019,3,pincodes,732142,458361,432109272.0093521
west-bengal,2019,1,districts,kolkata,9807639,12332944237.04475
west-bengal,2019,1,districts,north twenty four parganas,6016538,6234416494.557014
west-bengal,2019,1,districts,birbhum,5081745,6063627232.544631
west-bengal,2019,1,districts,murshidabad,2701331,2435341320.8521204
west-bengal,2019,1,districts,purba bardhaman,2576757,2102277082.1985483
west-bengal,2019,1,districts,hooghly,2488635,2045644142.3086185
west-bengal,2019,1,districts,south twenty four parganas,2381496,2207352520.777785
west-bengal,2019,1,districts,purba medinipur,2175167,2426138102.1437855
west-bengal,2019,1,districts,paschim medinipur,2056170,1976806857.5443428
west-bengal,2019,1,districts,nadia,1878230,1674723468.0591764
