Year,Quarter,State,EntityName,Type,Count,Amount
2021,2,assam,nagaon,,,
2021,2,assam,dibrugarh,,,
2021,2,assam,kamrup,,,
2021,2,assam,cachar,,,
2021,2,assam,tinsukia,,,
2021,2,assam,dhubri,,,
2021,2,assam,jorhat,,,
2021,3,assam,kamrup metropolitan,,,
2021,3,assam,nagaon,,,
2021,3,assam,sonitpur,,,
2021,3,assam,barpeta,,,
2021,3,assam,dibrugarh,,,
2021,3,assam,tinsukia,,,
2021,3,assam,kamrup,,,
2021,3,assam,cachar,,,
2021,3,assam,jorhat,,,
2021,3,assam,baksa,,,
2021,1,assam,kamrup metropolitan,,,
2021,1,assam,sonitpur,,,
2021,1,assam,nagaon,,,
2021,1,assam,barpeta,,,
2021,1,assam,cachar,,,
2021,1,assam,kamrup,,,
2021,1,assam,tinsukia,,,
2021,1,assam,dibrugarh,,,
2021,1,assam,jorhat,,,
2021,1,assam,dhemaji,,,
2021,4,assam,kamrup metropolitan,,,
2021,4,assam,barpeta,,,
2021,4,assam,nagaon,,,
2021,4,assam,dibrugarh,,,
2021,4,assam,sonitpur,,,
2021,4,assam,tinsukia,,,
2021,4,assam,kamrup,,,
2021,4,assam,cachar,,,
2021,4,assam,jorhat,,,
2021,4,assam,dhubri,,,
2024,2,assam,kamrup metropolitan,,,
2024,2,assam,dibrugarh,,,
2024,2,assam,barpeta,,,
2024,2,assam,sonitpur,,,
2024,2,assam,nagaon,,,
2024,2,assam,kamrup,,,
2024,2,assam,tinsukia,,,
2024,2,assam,goalpara,,,
2024,2,assam,cachar,,,
2024,2,assam,jorhat,,,
2024,3,assam,kamrup metropolitan,,,
2024,3,assam,dibrugarh,,,
2024,3,assam,kamrup,,,
2024,3,assam,sonitpur,,,
2024,3,assam,barpeta,,,
2024,3,assam,tinsukia,,,
2024,3,assam,nagaon,,,
2024,3,assam,cachar,,,
2024,3,assam,jorhat,,,
2024,3,assam,dhubri,,,
2024,1,assam,kamrup metropolitan,,,
2024,1,assam,nagaon,,,
2024,1,assam,sonitpur,,,
2024,1,assam,barpeta,,,
2024,1,assam,dibrugarh,,,
2024,1,assam,jorhat,,,
2024,1,assam,kamrup,,,
2024,1,assam,tinsukia,,,
2024,1,assam,cachar,,,
2024,1,assam,dhubri,,,
2024,4,assam,kamrup metropolitan,,,
2024,4,assam,dibrugarh,,,
2024,4,assam,sonitpur,,,
2024,4,assam,kamrup,,,
2024,4,assam,nagaon,,,
2024,4,assam,barpeta,,,
2024,4,assam,cachar,,,
2024,4,assam,tinsukia,,,
2024,4,assam,dhubri,,,
2024,4,assam,jorhat,,,
2020,2,assam,kamrup metropolitan,,,
2020,2,assam,nagaon,,,
2020,2,assam,sonitpur,,,
2020,2,assam,tinsukia,,,
2020,2,assam,dibrugarh,,,
2020,2,assam,lakhimpur,,,
2020,2,assam,cachar,,,
2020,2,assam,bongaigaon,,,
2020,2,assam,karimganj,,,
2020,2,assam,golaghat,,,
2020,3,assam,kamrup metropolitan,,,
2020,3,assam,nagaon,,,
2020,3,assam,kamrup,,,
2020,3,assam,cachar,,,
2020,3,assam,barpeta,,,
2020,3,assam,dibrugarh,,,
2020,3,assam,sonitpur,,,
2020,3,assam,tinsukia,,,
2020,3,assam,bongaigaon,,,
2020,3,assam,jorhat,,,
2020,4,assam,kamrup metropolitan,,,
2020,4,assam,nagaon,,,
2020,4,assam,barpeta,,,
2020,4,assam,tinsukia,,,
2020,4,assam,kamrup,,,
2020,4,assam,sonitpur,,,
2020,4,assam,dibrugarh,,,
2020,4,assam,cachar,,,
2020,4,assam,jorhat,,,
2020,4,assam,bongaigaon,,,
2023,2,andaman-&-nicobar-islands,south andaman,,,
2023,2,andaman-&-nicobar-islands,north and middle andaman,,,
2023,2,andaman-&-nicobar-islands,nicobars,,,
2023,3,andaman-&-nicobar-islands,south andaman,,,
2023,3,andaman-&-nicobar-islands,north and middle andaman,,,
2023,3,andaman-&-nicobar-islands,nicobars,,,
2023,1,andaman-&-nicobar-islands,south andaman,,,
2023,1,andaman-&-nicobar-islands,north and middle andaman,,,
2023,1,andaman-&-nicobar-islands,nicobars,,,
2023,4,andaman-&-nicobar-islands,south andaman,,,
2023,4,andaman-&-nicobar-islands,north and middle andaman,,,
2023,4,andaman-&-nicobar-islands,nicobars,,,
2022,2,andaman-&-nicobar-islands,south andaman,,,
2022,2,andaman-&-nicobar-islands,north and middle andaman,,,
2022,2,andaman-&-nicobar-islands,nicobars,,,
2022,3,andaman-&-nicobar-islands,south andaman,,,
2022,3,andaman-&-nicobar-islands,north and middle andaman,,,
2022,3,andaman-&-nicobar-islands,nicobars,,,
2022,1,andaman-&-nicobar-islands,south andaman,,,
2022,1,andaman-&-nicobar-islands,north and middle andaman,,,
2022,1,andaman-&-nicobar-islands,nicobars,,,
2022,4,andaman-&-nicobar-islands,south andaman,,,
2022,4,andaman-&-nicobar-islands,north and middle andaman,,,
2022,4,andaman-&-nicobar-islands,nicobars,,,
2021,2,andaman-&-nicobar-islands,south andaman,,,
2021,2,andaman-&-nicobar-islands,north and middle andaman,,,
2021,2,andaman-&-nicobar-islands,nicobars,,,
2021,3,andaman-&-nicobar-islands,south andaman,,,
2021,3,andaman-&-nicobar-islands,north and middle andaman,,,
2021,3,andaman-&-nicobar-islands,nicobars,,,
2021,1,andaman-&-nicobar-islands,south andaman,,,
2021,1,andaman-&-nicobar-islands,north and middle andaman,,,
2021,1,andaman-&-nicobar-islands,nicobars,,,
2021,4,andaman-&-nicobar-islands,south andaman,,,
2021,4,andaman-&-nicobar-islands,north and middle andaman,,,
2021,4,andaman-&-nicobar-islands,nicobars,,,
2024,2,andaman-&-nicobar-islands,south andaman,,,
2024,2,andaman-&-nicobar-islands,north and middle andaman,,,
2024,2,andaman-&-nicobar-islands,nicobars,,,
2024,3,andaman-&-nicobar-islands,south andaman,,,
2024,3,andaman-&-nicobar-islands,north and middle andaman,,,
2024,3,andaman-&-nicobar-islands,nicobar,,,
2024,3,andaman-&-nicobar-islands,nicobars,,,
2024,1,andaman-&-nicobar-islands,south andaman,,,
2024,1,andaman-&-nicobar-islands,north and middle andaman,,,
2024,1,andaman-&-nicobar-islands,nicobars,,,
2024,4,andaman-&-nicobar-islands,south andaman,,,
2024,4,andaman-&-nicobar-islands,north and middle andaman,,,
2024,4,andaman-&-nicobar-islands,nicobar,,,
2020,2,andaman-&-nicobar-islands,nicobars,,,
2020,2,andaman-&-nicobar-islands,south andaman,,,
2020,3,andaman-&-nicobar-islands,south andaman,,,
2020,3,andaman-&-nicobar-islands,nicobars,,,
2020,3,andaman-&-nicobar-islands,north and middle andaman,,,
2020,4,andaman-&-nicobar-islands,south andaman,,,
2020,4,andaman-&-nicobar-islands,north and middle andaman,,,
2020,4,andaman-&-nicobar-islands,nicobars,,,
2023,2,chandigarh,chandigarh,,,
2023,3,chandigarh,chandigarh,,,
2023,1,chandigarh,chandigarh,,,
2023,4,chandigarh,chandigarh,,,
2022,2,chandigarh,chandigarh,,,
2022,3,chandigarh,chandigarh,,,
2022,1,chandigarh,chandigarh,,,
2022,4,chandigarh,chandigarh,,,
2021,2,chandigarh,chandigarh,,,
2021,3,chandigarh,chandigarh,,,
2021,1,chandigarh,chandigarh,,,
2021,4,chandigarh,chandigarh,,,
2024,2,chandigarh,chandigarh,,,
2024,3,chandigarh,chandigarh,,,
2024,1,chandigarh,chandigarh,,,
2024,4,chandigarh,chandigarh,,,
2020,2,chandigarh,chandigarh,,,
2020,3,chandigarh,chandigarh,,,
2020,4,chandigarh,chandigarh,,,
2023,2,mizoram,aizawl,,,
2023,2,mizoram,kolasib,,,
2023,2,mizoram,lawngtlai,,,
2023,2,mizoram,lunglei,,,
2023,2,mizoram,mamit,,,
2023,2,mizoram,serchhip,,,
2023,2,mizoram,champhai,,,
2023,2,mizoram,saiha,,,
2023,3,mizoram,aizawl,,,
2023,3,mizoram,kolasib,,,
2023,3,mizoram,serchhip,,,
2023,3,mizoram,lunglei,,,
2023,3,mizoram,mamit,,,
2023,3,mizoram,lawngtlai,,,
2023,3,mizoram,champhai,,,
2023,3,mizoram,saiha,,,
2023,1,mizoram,aizawl,,,
2023,1,mizoram,lunglei,,,
2023,1,mizoram,lawngtlai,,,
2023,1,mizoram,mamit,,,
2023,1,mizoram,kolasib,,,
2023,1,mizoram,serchhip,,,
2023,1,mizoram,saiha,,,
2023,1,mizoram,champhai,,,
2023,4,mizoram,aizawl,,,
2023,4,mizoram,kolasib,,,
2023,4,mizoram,lunglei,,,
2023,4,mizoram,lawngtlai,,,
2023,4,mizoram,serchhip,,,
2023,4,mizoram,mamit,,,
2023,4,mizoram,saiha,,,
2023,4,mizoram,champhai,,,
2022,2,mizoram,aizawl,,,
2022,2,mizoram,lawngtlai,,,
2022,2,mizoram,lunglei,,,
2022,2,mizoram,kolasib,,,
2022,2,mizoram,mamit,,,
2022,2,mizoram,serchhip,,,
2022,2,mizoram,saiha,,,
2022,3,mizoram,aizawl,,,
2022,3,mizoram,lunglei,,,
2022,3,mizoram,lawngtlai,,,
2022,3,mizoram,kolasib,,,
2022,3,mizoram,serchhip,,,
2022,3,mizoram,mamit,,,
2022,3,mizoram,saiha,,,
2022,3,mizoram,champhai,,,
2022,1,mizoram,aizawl,,,
2022,1,mizoram,lunglei,,,
2022,1,mizoram,lawngtlai,,,
2022,1,mizoram,serchhip,,,
2022,1,mizoram,champhai,,,
2022,1,mizoram,mamit,,,
2022,1,mizoram,kolasib,,,
2022,1,mizoram,saiha,,,
2022,4,mizoram,aizawl,,,
2022,4,mizoram,serchhip,,,
2022,4,mizoram,lawngtlai,,,
2022,4,mizoram,lunglei,,,
2022,4,mizoram,kolasib,,,
2022,4,mizoram,champhai,,,
2022,4,mizoram,mamit,,,
2022,4,mizoram,saiha,,,
2021,2,mizoram,aizawl,,,
2021,2,mizoram,lawngtlai,,,
2021,2,mizoram,lunglei,,,
2021,2,mizoram,champhai,,,
2021,2,mizoram,mamit,,,
2021,2,mizoram,kolasib,,,
2021,2,mizoram,saiha,,,
2021,2,mizoram,serchhip,,,
2021,3,mizoram,aizawl,,,
2021,3,mizoram,lunglei,,,
2021,3,mizoram,mamit,,,
2021,3,mizoram,lawngtlai,,,
2021,3,mizoram,serchhip,,,
2021,3,mizoram,kolasib,,,
2021,3,mizoram,champhai,,,
2021,1,mizoram,aizawl,,,
2021,1,mizoram,champhai,,,
2021,1,mizoram,mamit,,,
2021,1,mizoram,lunglei,,,
2021,1,mizoram,lawngtlai,,,
2021,1,mizoram,kolasib,,,
2021,1,mizoram,saiha,,,
2021,1,mizoram,serchhip,,,
2021,4,mizoram,aizawl,,,
2021,4,mizoram,lunglei,,,
2021,4,mizoram,mamit,,,
2021,4,mizoram,lawngtlai,,,
2021,4,mizoram,kolasib,,,
2021,4,mizoram,serchhip,,,
2021,4,mizoram,saiha,,,
2021,4,mizoram,champhai,,,
2024,2,mizoram,aizawl,,,
2024,2,mizoram,kolasib,,,
2024,2,mizoram,lawngtlai,,,
2024,2,mizoram,lunglei,,,
2024,2,mizoram,champhai,,,
2024,2,mizoram,serchhip,,,
2024,2,mizoram,mamit,,,
2024,2,mizoram,saiha,,,
2024,3,mizoram,aizawl,,,
2024,3,mizoram,lawngtlai,,,
2024,3,mizoram,lunglei,,,
2024,3,mizoram,mamit,,,
2024,3,mizoram,kolasib,,,
2024,3,mizoram,serchhip,,,
2024,3,mizoram,champhai,,,
2024,3,mizoram,siaha,,,
2024,3,mizoram,hnahthial,,,
2024,3,mizoram,saitual,,,
2024,1,mizoram,aizawl,,,
2024,1,mizoram,lunglei,,,
2024,1,mizoram,serchhip,,,
2024,1,mizoram,kolasib,,,
2024,1,mizoram,lawngtlai,,,
2024,1,mizoram,mamit,,,
2024,1,mizoram,champhai,,,
2024,1,mizoram,saiha,,,
2024,4,mizoram,aizawl,,,
2024,4,mizoram,lunglei,,,
2024,4,mizoram,lawngtlai,,,
2024,4,mizoram,kolasib,,,
2024,4,mizoram,serchhip,,,
2024,4,mizoram,siaha,,,
2024,4,mizoram,mamit,,,
2024,4,mizoram,champhai,,,
2024,4,mizoram,saitual,,,
2024,4,mizoram,khawzawl,,,
2020,2,mizoram,aizawl,,,
2020,2,mizoram,lunglei,,,
2020,2,mizoram,saiha,,,
2020,2,mizoram,serchhip,,,
2020,3,mizoram,aizawl,,,
2020,3,mizoram,lawngtlai,,,
2020,3,mizoram,lunglei,,,
2020,3,mizoram,serchhip,,,
2020,3,mizoram,mamit,,,
2020,3,mizoram,kolasib,,,
2020,3,mizoram,champhai,,,
2020,4,mizoram,aizawl,,,
2020,4,mizoram,lawngtlai,,,
2020,4,mizoram,lunglei,,,
2020,4,mizoram,kolasib,,,
2020,4,mizoram,mamit,,,
2020,4,mizoram,serchhip,,,
2020,4,mizoram,champhai,,,
2023,2,delhi,west,,,
2023,2,delhi,south east delhi,,,
2023,2,delhi,new delhi,,,
2023,2,delhi,north west,,,
2023,2,delhi,central delhi,,,
2023,2,delhi,south west,,,
2023,2,delhi,north,,,
2023,2,delhi,south,,,
2023,2,delhi,east,,,
2023,2,delhi,shahdara,,,
2023,3,delhi,west,,,
2023,3,delhi,south east delhi,,,
2023,3,delhi,new delhi,,,
2023,3,delhi,north west,,,
2023,3,delhi,south west,,,
2023,3,delhi,central delhi,,,
2023,3,delhi,south,,,
2023,3,delhi,north,,,
2023,3,delhi,east,,,
2023,3,delhi,shahdara,,,
2023,1,delhi,west,,,
2023,1,delhi,south east delhi,,,
2023,1,delhi,new delhi,,,
2023,1,delhi,central delhi,,,
2023,1,delhi,north west,,,
2023,1,delhi,north,,,
2023,1,delhi,south west,,,
2023,1,delhi,south,,,
2023,1,delhi,east,,,
2023,1,delhi,shahdara,,,
2023,4,delhi,west,,,
2023,4,delhi,south east delhi,,,
2023,4,delhi,new delhi,,,
2023,4,delhi,central delhi,,,
2023,4,delhi,north west,,,
2023,4,delhi,south west,,,
2023,4,delhi,north,,,
2023,4,delhi,south,,,
2023,4,delhi,east,,,
2023,4,delhi,shahdara,,,
2022,2,delhi,west,,,
2022,2,delhi,south east delhi,,,
2022,2,delhi,new delhi,,,
2022,2,delhi,north west,,,
2022,2,delhi,central delhi,,,
2022,2,delhi,south west,,,
2022,2,delhi,north,,,
2022,2,delhi,east,,,
2022,2,delhi,south,,,
2022,2,delhi,shahdara,,,
2022,3,delhi,west,,,
2022,3,delhi,south east delhi,,,
2022,3,delhi,new delhi,,,
2022,3,delhi,north west,,,
2022,3,delhi,central delhi,,,
2022,3,delhi,south west,,,
2022,3,delhi,north,,,
2022,3,delhi,east,,,
2022,3,delhi,south,,,
2022,3,delhi,shahdara,,,
2022,1,delhi,west,,,
2022,1,delhi,south east delhi,,,
2022,1,delhi,north west,,,
2022,1,delhi,central delhi,,,
2022,1,delhi,new delhi,,,
2022,1,delhi,south west,,,
2022,1,delhi,north,,,
2022,1,delhi,east,,,
2022,1,delhi,south,,,
2022,1,delhi,north east,,,
2022,4,delhi,west,,,
2022,4,delhi,south east delhi,,,
2022,4,delhi,new delhi,,,
2022,4,delhi,north west,,,
2022,4,delhi,central delhi,,,
2022,4,delhi,south west,,,
2022,4,delhi,north,,,
2022,4,delhi,south,,,
2022,4,delhi,east,,,
2022,4,delhi,north east,,,
2021,2,delhi,west,,,
2021,2,delhi,north,,,
2021,2,delhi,south east delhi,,,
2021,2,delhi,south west,,,
2021,2,delhi,north west,,,
2021,2,delhi,new delhi,,,
2021,2,delhi,central delhi,,,
2021,2,delhi,south,,,
2021,2,delhi,east,,,
2021,2,delhi,north east,,,
2021,3,delhi,west,,,
2021,3,delhi,south east delhi,,,
2021,3,delhi,central delhi,,,
2021,3,delhi,new delhi,,,
2021,3,delhi,south west,,,
2021,3,delhi,north west,,,
2021,3,delhi,north,,,
2021,3,delhi,east,,,
2021,3,delhi,north east,,,
2021,3,delhi,south,,,
2021,1,delhi,west,,,
2021,1,delhi,south east delhi,,,
2021,1,delhi,new delhi,,,
2021,1,delhi,central delhi,,,
2021,1,delhi,north west,,,
2021,1,delhi,south west,,,
2021,1,delhi,north,,,
2021,1,delhi,south,,,
2021,1,delhi,east,,,
2021,1,delhi,north east,,,
2021,4,delhi,west,,,
2021,4,delhi,south east delhi,,,
2021,4,delhi,north west,,,
2021,4,delhi,central delhi,,,
2021,4,delhi,new delhi,,,
2021,4,delhi,south west,,,
2021,4,delhi,north,,,
2021,4,delhi,east,,,
2021,4,delhi,shahdara,,,
2021,4,delhi,south,,,
2024,2,delhi,west,,,
2024,2,delhi,south east delhi,,,
2024,2,delhi,new delhi,,,
2024,2,delhi,central delhi,,,
2024,2,delhi,north west,,,
2024,2,delhi,south west,,,
2024,2,delhi,north,,,
2024,2,delhi,south,,,
2024,2,delhi,east,,,
2024,2,delhi,shahdara,,,
2024,3,delhi,west,,,
2024,3,delhi,south east,,,
2024,3,delhi,new delhi,,,
2024,3,delhi,central delhi,,,
2024,3,delhi,north west,,,
2024,3,delhi,south west,,,
2024,3,delhi,north,,,
2024,3,delhi,south,,,
2024,3,delhi,east,,,
2024,3,delhi,shahdara,,,
2024,1,delhi,west,,,
2024,1,delhi,south east delhi,,,
2024,1,delhi,new delhi,,,
2024,1,delhi,central delhi,,,
2024,1,delhi,north west,,,
2024,1,delhi,south west,,,
2024,1,delhi,north,,,
2024,1,delhi,south,,,
2024,1,delhi,east,,,
2024,1,delhi,shahdara,,,
2024,4,delhi,west,,,
2024,4,delhi,south east,,,
2024,4,delhi,new delhi,,,
2024,4,delhi,central delhi,,,
2024,4,delhi,north west,,,
2024,4,delhi,south west,,,
2024,4,delhi,north,,,
2024,4,delhi,south,,,
2024,4,delhi,east,,,
2024,4,delhi,north east,,,
2020,2,delhi,west,,,
2020,2,delhi,south east delhi,,,
2020,2,delhi,south,,,
2020,2,delhi,east,,,
2020,2,delhi,north west,,,
2020,2,delhi,south west,,,
2020,2,delhi,central delhi,,,
2020,2,delhi,new delhi,,,
2020,2,delhi,north,,,
2020,2,delhi,shahdara,,,
2020,3,delhi,west,,,
2020,3,delhi,south east delhi,,,
2020,3,delhi,north west,,,
2020,3,delhi,south west,,,
2020,3,delhi,central delhi,,,
2020,3,delhi,new delhi,,,
2020,3,delhi,east,,,
2020,3,delhi,south,,,
2020,3,delhi,north,,,
2020,3,delhi,shahdara,,,
2020,4,delhi,west,,,
2020,4,delhi,south east delhi,,,
2020,4,delhi,south west,,,
2020,4,delhi,new delhi,,,
2020,4,delhi,north west,,,
2020,4,delhi,central delhi,,,
2020,4,delhi,north,,,
2020,4,delhi,east,,,
2020,4,delhi,south,,,
2020,4,delhi,shahdara,,,
2023,2,goa,north goa,,,
2023,2,goa,south goa,,,
2023,3,goa,north goa,,,
2023,3,goa,south goa,,,
2023,1,goa,north goa,,,
2023,1,goa,south goa,,,
2023,4,goa,north goa,,,
2023,4,goa,south goa,,,
2022,2,goa,north goa,,,
2022,2,goa,south goa,,,
2022,3,goa,north goa,,,
2022,3,goa,south goa,,,
2022,1,goa,north goa,,,
2022,1,goa,south goa,,,
2022,4,goa,north goa,,,
2022,4,goa,south goa,,,
2021,2,goa,north goa,,,
2021,2,goa,south goa,,,
2021,3,goa,north goa,,,
2021,3,goa,south goa,,,
2021,1,goa,north goa,,,
2021,1,goa,south goa,,,
2021,4,goa,north goa,,,
2021,4,goa,south goa,,,
2024,2,goa,north goa,,,
2024,2,goa,south goa,,,
2024,3,goa,south goa,,,
2024,3,goa,north goa,,,
2024,1,goa,north goa,,,
2024,1,goa,south goa,,,
2024,4,goa,south goa,,,
2024,4,goa,north goa,,,
2020,2,goa,north goa,,,
2020,2,goa,south goa,,,
2020,3,goa,north goa,,,
2020,3,goa,south goa,,,
2020,4,goa,north goa,,,
2020,4,goa,south goa,,,
2023,2,punjab,sas nagar,,,
2023,2,punjab,ludhiana,,,
2023,2,punjab,amritsar,,,
2023,2,punjab,jalandhar,,,
2023,2,punjab,patiala,,,
2023,2,punjab,bathinda,,,
2023,2,punjab,pathankot,,,
2023,2,punjab,hoshiarpur,,,
2023,2,punjab,gurdaspur,,,
2023,2,punjab,sangrur,,,
2023,3,punjab,sas nagar,,,
2023,3,punjab,ludhiana,,,
2023,3,punjab,amritsar,,,
2023,3,punjab,jalandhar,,,
2023,3,punjab,patiala,,,
2023,3,punjab,hoshiarpur,,,
2023,3,punjab,pathankot,,,
2023,3,punjab,bathinda,,,
2023,3,punjab,gurdaspur,,,
2023,3,punjab,kapurthala,,,
2023,1,punjab,sas nagar,,,
2023,1,punjab,ludhiana,,,
2023,1,punjab,jalandhar,,,
2023,1,punjab,amritsar,,,
2023,1,punjab,patiala,,,
2023,1,punjab,bathinda,,,
2023,1,punjab,pathankot,,,
2023,1,punjab,hoshiarpur,,,
2023,1,punjab,gurdaspur,,,
2023,1,punjab,kapurthala,,,
2023,4,punjab,sas nagar,,,
2023,4,punjab,ludhiana,,,
2023,4,punjab,bathinda,,,
2023,4,punjab,amritsar,,,
2023,4,punjab,jalandhar,,,
2023,4,punjab,patiala,,,
2023,4,punjab,hoshiarpur,,,
2023,4,punjab,pathankot,,,
2023,4,punjab,gurdaspur,,,
2023,4,punjab,rupnagar,,,
2022,2,punjab,sas nagar,,,
2022,2,punjab,ludhiana,,,
2022,2,punjab,jalandhar,,,
2022,2,punjab,amritsar,,,
2022,2,punjab,patiala,,,
2022,2,punjab,bathinda,,,
2022,2,punjab,hoshiarpur,,,
2022,2,punjab,sangrur,,,
2022,2,punjab,pathankot,,,
2022,2,punjab,mansa,,,
2022,3,punjab,sas nagar,,,
2022,3,punjab,ludhiana,,,
2022,3,punjab,amritsar,,,
2022,3,punjab,jalandhar,,,
2022,3,punjab,bathinda,,,
2022,3,punjab,patiala,,,
2022,3,punjab,pathankot,,,
2022,3,punjab,hoshiarpur,,,
2022,3,punjab,sangrur,,,
2022,3,punjab,gurdaspur,,,
2022,1,punjab,ludhiana,,,
2022,1,punjab,sas nagar,,,
2022,1,punjab,mansa,,,
2022,1,punjab,jalandhar,,,
2022,1,punjab,bathinda,,,
2022,1,punjab,amritsar,,,
2022,1,punjab,patiala,,,
2022,1,punjab,hoshiarpur,,,
2022,1,punjab,sangrur,,,
2022,1,punjab,pathankot,,,
2022,4,punjab,sas nagar,,,
2022,4,punjab,ludhiana,,,
2022,4,punjab,jalandhar,,,
2022,4,punjab,amritsar,,,
2022,4,punjab,bathinda,,,
2022,4,punjab,patiala,,,
2022,4,punjab,hoshiarpur,,,
2022,4,punjab,pathankot,,,
2022,4,punjab,sangrur,,,
2022,4,punjab,gurdaspur,,,
2021,2,punjab,ludhiana,,,
2021,2,punjab,sas nagar,,,
2021,2,punjab,amritsar,,,
2021,2,punjab,jalandhar,,,
2021,2,punjab,bathinda,,,
2021,2,punjab,patiala,,,
2021,2,punjab,hoshiarpur,,,
2021,2,punjab,sangrur,,,
2021,2,punjab,fazilka,,,
2021,2,punjab,pathankot,,,
2021,3,punjab,ludhiana,,,
2021,3,punjab,sas nagar,,,
2021,3,punjab,jalandhar,,,
2021,3,punjab,amritsar,,,
2021,3,punjab,sangrur,,,
2021,3,punjab,bathinda,,,
2021,3,punjab,patiala,,,
2021,3,punjab,mansa,,,
2021,3,punjab,hoshiarpur,,,
2021,3,punjab,pathankot,,,
2021,1,punjab,ludhiana,,,
2021,1,punjab,sas nagar,,,
2021,1,punjab,amritsar,,,
2021,1,punjab,jalandhar,,,
2021,1,punjab,patiala,,,
2021,1,punjab,bathinda,,,
2021,1,punjab,sangrur,,,
2021,1,punjab,hoshiarpur,,,
2021,1,punjab,fazilka,,,
2021,1,punjab,firozepur,,,
2021,4,punjab,sas nagar,,,
2021,4,punjab,ludhiana,,,
2021,4,punjab,mansa,,,
2021,4,punjab,jalandhar,,,
2021,4,punjab,amritsar,,,
2021,4,punjab,bathinda,,,
2021,4,punjab,patiala,,,
2021,4,punjab,hoshiarpur,,,
2021,4,punjab,sangrur,,,
2021,4,punjab,pathankot,,,
2024,2,punjab,sas nagar,,,
2024,2,punjab,ludhiana,,,
2024,2,punjab,amritsar,,,
2024,2,punjab,jalandhar,,,
2024,2,punjab,patiala,,,
2024,2,punjab,bathinda,,,
2024,2,punjab,pathankot,,,
2024,2,punjab,hoshiarpur,,,
2024,2,punjab,kapurthala,,,
2024,2,punjab,fazilka,,,
2024,3,punjab,sas nagar,,,
2024,3,punjab,ludhiana,,,
2024,3,punjab,amritsar,,,
2024,3,punjab,jalandhar,,,
2024,3,punjab,patiala,,,
2024,3,punjab,hoshiarpur,,,
2024,3,punjab,bathinda,,,
2024,3,punjab,pathankot,,,
2024,3,punjab,kapurthala,,,
2024,3,punjab,rupnagar,,,
2024,1,punjab,sas nagar,,,
2024,1,punjab,ludhiana,,,
2024,1,punjab,jalandhar,,,
2024,1,punjab,amritsar,,,
2024,1,punjab,bathinda,,,
2024,1,punjab,patiala,,,
2024,1,punjab,pathankot,,,
2024,1,punjab,hoshiarpur,,,
2024,1,punjab,gurdaspur,,,
2024,1,punjab,sangrur,,,
2024,4,punjab,sas nagar,,,
2024,4,punjab,ludhiana,,,
2024,4,punjab,jalandhar,,,
2024,4,punjab,amritsar,,,
2024,4,punjab,bathinda,,,
2024,4,punjab,patiala,,,
2024,4,punjab,hoshiarpur,,,
2024,4,punjab,pathankot,,,
2024,4,punjab,gurdaspur,,,
2024,4,punjab,kapurthala,,,
2020,2,punjab,ludhiana,,,
2020,2,punjab,sas nagar,,,
2020,2,punjab,jalandhar,,,
2020,2,punjab,amritsar,,,
2020,2,punjab,patiala,,,
2020,2,punjab,bathinda,,,
2020,2,punjab,hoshiarpur,,,
2020,2,punjab,sangrur,,,
2020,2,punjab,sri muktsar sahib,,,
2020,2,punjab,tarn taran,,,
2020,3,punjab,ludhiana,,,
2020,3,punjab,sas nagar,,,
2020,3,punjab,jalandhar,,,
2020,3,punjab,patiala,,,
2020,3,punjab,amritsar,,,
2020,3,punjab,bathinda,,,
2020,3,punjab,tarn taran,,,
2020,3,punjab,hoshiarpur,,,
2020,3,punjab,rupnagar,,,
2020,3,punjab,sangrur,,,
2020,4,punjab,ludhiana,,,
2020,4,punjab,sas nagar,,,
2020,4,punjab,jalandhar,,,
2020,4,punjab,amritsar,,,
2020,4,punjab,bathinda,,,
2020,4,punjab,patiala,,,
2020,4,punjab,hoshiarpur,,,
2020,4,punjab,sangrur,,,
2020,4,punjab,firozepur,,,
2020,4,punjab,pathankot,,,
2023,2,haryana,gurugram,,,
2023,2,haryana,faridabad,,,
2023,2,haryana,rewari,,,
2023,2,haryana,hisar,,,
2023,2,haryana,sonipat,,,
2023,2,haryana,jhajjar,,,
2023,2,haryana,panipat,,,
2023,2,haryana,rohtak,,,
2023,2,haryana,ambala,,,
2023,2,haryana,bhiwani,,,
2023,3,haryana,gurugram,,,
2023,3,haryana,faridabad,,,
2023,3,haryana,rewari,,,
2023,3,haryana,sonipat,,,
2023,3,haryana,hisar,,,
2023,3,haryana,panipat,,,
2023,3,haryana,jhajjar,,,
2023,3,haryana,karnal,,,
2023,3,haryana,rohtak,,,
2023,3,haryana,bhiwani,,,
2023,1,haryana,gurugram,,,
2023,1,haryana,faridabad,,,
2023,1,haryana,hisar,,,
2023,1,haryana,rewari,,,
2023,1,haryana,sonipat,,,
2023,1,haryana,jhajjar,,,
2023,1,haryana,rohtak,,,
2023,1,haryana,panipat,,,
2023,1,haryana,karnal,,,
2023,1,haryana,ambala,,,
2023,4,haryana,gurugram,,,
2023,4,haryana,faridabad,,,
2023,4,haryana,rewari,,,
2023,4,haryana,sonipat,,,
2023,4,haryana,jhajjar,,,
2023,4,haryana,hisar,,,
2023,4,haryana,panipat,,,
2023,4,haryana,rohtak,,,
2023,4,haryana,bhiwani,,,
2023,4,haryana,karnal,,,
2022,2,haryana,gurugram,,,
